"","File","syllable","type","min.freq","max.freq","freq.range","duration","location","species","cluster8","1","2","cutree(cluster, 8)"
"772","200705_031_11",5,"E",1684,3125,1441,0.153831055,"F","black",3,-481.076961040058,-603.478845283303,3
"773","200705_031_11",6,"G",2927,3565,638,0.089321258,"F","black",8,1061.43866868919,-539.419996006963,4
"774","200705_031_22",1,"I",2164,3366,1202,0.132327789,"F","black",5,101.997718898138,-678.484965401563,3
"775","200705_031_22",2,"G",3321,3648,327,0.089321258,"F","black",8,1560.37613667861,-439.884060335472,4
"776","200705_031_22",3,"E",1604,3085,1481,0.153831055,"F","black",3,-578.285584464951,-591.211672670039,3
"777","200705_031_22",4,"G",3209,3527,318,0.097591744,"F","black",8,1435.79305345913,-331.50945376788,4
"778","200705_031_22",5,"E",2043,3006,963,0.158793347,"F","black",5,7.99955912139934,-239.706724795386,5
"779","200705_031_22",6,"G",3237,3528,291,0.082704868,"F","black",8,1472.11787016636,-317.562850291257,4
"780","200705_031_22",7,"E",1682,3046,1364,0.15713925,"F","black",3,-469.696388897864,-493.73148771336,3
"781","200705_032_2",1,"G",3367,3766,399,0.069472089,"F","black",8,1599.45026450855,-580.230817489924,4
"782","200705_032_2",2,"E",1725,2967,1242,0.152176957,"F","black",3,-399.652084672876,-359.314987811577,3
"783","200705_032_2",3,"G",3089,3806,717,0.081050771,"F","black",8,1229.95631019773,-788.754719451021,8
"784","200705_032_2",4,"E",1920,3085,1165,0.155485152,"F","black",5,-166.33582353766,-417.979476468406,3
"785","200705_032_2",5,"G",3088,3807,719,0.084358966,"F","black",8,1228.47561021225,-790.70600840672,8
"786","200705_032_2",6,"E",1803,2965,1162,0.155485152,"F","black",5,-297.614160263746,-313.748970831188,3
"787","200705_032_13",1,"G",3447,3846,399,0.0628557,"F","black",8,1689.57643286492,-648.621414578633,4
"788","200705_032_13",2,"E",1562,3125,1563,0.15713925,"F","black",7,-640.120856223208,-670.359630109798,3
"789","200705_032_13",3,"A",2925,3126,201,0.029773753,"F","black",4,1136.56134083958,75.43818857203,4
"790","200705_032_13",4,"G",3286,4161,875,0.072780284,"F","black",8,1423.91630102917,-1178.85409333803,8
"791","200705_032_13",5,"E",1762,3085,1323,0.15713925,"F","black",3,-372.310704090323,-504.595574705643,3
"792","200705_032_13",6,"G",3324,3807,483,0.074434381,"F","black",8,1536.13429282416,-661.330063794433,4
"793","200705_032_13",7,"E",1603,3084,1481,0.155485152,"F","black",3,-579.412161625784,-590.356790292829,3
"794","200705_039_2",1,"A",2205,2564,359,0.01548742,"G","grey",1,297.45012982289,469.266038315022,1
"795","200705_039_2",2,"H",1844,2123,279,0.081862077,"G","grey",6,-95.0792955836154,890.125455348443,6
"796","200705_039_2",3,"Z",2045,3366,1321,0.157086689,"G","grey",5,-53.1352616022019,-743.721141948995,3
"797","200705_039_2",4,"H",1562,2001,439,0.086287054,"G","grey",6,-441.103859585425,906.708611768263,6
"798","200705_039_2",5,"Z",1603,3326,1723,0.152661711,"G","grey",7,-622.261016125182,-929.903510414948,3
"799","200705_039_2",6,"A",2048,2685,637,0.022124886,"G","grey",1,71.3544602752245,213.424782817934,5
"800","200705_039_2",7,"H",1844,3262,1418,0.075224611,"G","grey",7,-296.752210180987,-707.989066583768,3
"801","200705_039_2",8,"Z",1965,3366,1401,0.168149131,"G","grey",7,-157.426340729887,-787.577394783204,3
"802","200705_039_3",1,"H",1843,2324,481,0.079396673,"G","grey",6,-131.972271891446,607.557042514026,2
"803","200705_039_3",2,"Z",1601,3287,1686,0.145560568,"G","grey",7,-617.962898915429,-876.279577111908,3
"804","200705_039_3",3,"H",1602,2003,401,0.092629452,"G","grey",6,-389.312443212871,925.830566290567,6
"805","200705_039_3",4,"Z",1841,3608,1767,0.147214665,"G","grey",7,-361.92636661224,-1195.10130485979,7
"806","200705_039_3",5,"A",2806,3285,479,0.034736045,"G","grey",4,953.275601208541,-212.888600622889,4
"807","200705_039_3",6,"A",1522,1683,161,0.044660629,"G","grey",6,-436.94387777547,1330.9617154159,6
"808","200705_039_3",7,"Z",1680,3326,1646,0.143906471,"G","grey",7,-521.880852532678,-887.691867166068,3
"809","200705_041_2",1,"A",1644,2403,759,0.019849168,"G","grey",2,-405.384177327043,387.620854318504,2
"810","200705_041_2",2,"D",1723,2164,441,0.076088479,"G","grey",6,-260.079068645347,766.266363713894,6
"811","200705_041_2",3,"Z",1602,3286,1684,0.138944179,"G","grey",7,-616.482198811269,-874.328287974318,3
"812","200705_041_2",4,"D",1482,2085,603,0.109170426,"G","grey",6,-560.268095279604,744.993166121724,6
"813","200705_041_2",5,"Z",1723,3648,1925,0.152176957,"G","grey",7,-522.838163224096,-1315.91270200517,7
"814","200705_041_2",6,"A",2685,3246,561,0.029773753,"G","grey",4,802.440738729502,-224.500842623577,4
"815","200705_041_2",7,"H",1403,1882,479,0.05623931,"G","grey",6,-627.312072949792,986.511501017963,6
"816","200705_041_2",8,"Z",1561,3527,1966,0.145560568,"G","grey",7,-712.603170116227,-1234.94825226029,7
"817","200705_041_2",9,"A",2284,3006,722,0.033081947,"G","grey",5,322.176438308108,-107.589758052744,5
"818","200705_041_2",10,"H",1322,1763,441,0.052931116,"G","grey",6,-711.836485510979,1109.07423471778,6
"819","200705_041_2",11,"Z",1483,3567,2084,0.158793347,"G","grey",7,-821.369427659409,-1333.83152374741,7
"820","200705_041_2",12,"D",1443,1962,519,0.089321258,"G","grey",6,-589.331445383088,896.192775633559,6
"821","200705_041_2",13,"Z",1562,3286,1724,0.152176957,"G","grey",7,-668.627738651422,-896.256414814872,3
"822","200705_041_2",14,"A",1643,2565,922,0.033081947,"G","grey",2,-435.37176027483,159.772779839217,2
"823","200705_041_2",15,"D",1484,2202,718,0.089321258,"G","grey",2,-578.376999368957,581.928555863971,2
"824","200705_041_3",1,"A",1923,2765,842,0.022330314,"G","grey",5,-105.765260860812,32.6525390250966,5
"825","200705_041_3",2,"D",1803,2364,561,0.076915527,"G","grey",6,-191.200266473726,529.505491698228,2
"826","200705_041_3",3,"Z",1522,3326,1804,0.148868763,"G","grey",7,-727.855733204029,-974.307965585196,3
"827","200705_041_3",4,"D",1564,2005,441,0.089321258,"G","grey",6,-439.204828256605,902.192675423162,6
"828","200705_041_3",5,"Z",1642,3488,1846,0.166236785,"G","grey",7,-600.103059719854,-1135.82345880007,7
"829","200705_041_3",6,"A",1803,2490,687,0.022330314,"G","grey",2,-213.509998728939,352.716706455868,2
"830","200705_041_3",7,"H",1564,2242,678,0.074434381,"G","grey",6,-481.168375409961,569.661384069224,2
"831","200705_041_3",8,"Z",1765,3366,1601,0.146387617,"G","grey",7,-418.154036776127,-897.21802415163,3
"832","200705_044_1",1,"D",2165,2924,759,0.064509797,"G","grey",5,181.562490945599,-57.7729140464237,5
"833","200705_044_1",2,"B",2326,3125,799,0.076915527,"G","grey",5,355.858948534089,-251.532416940901,5
"834","200705_044_1",3,"A",2484,3086,602,0.022330314,"G","grey",4,568.739224909033,-110.195976575136,1
"835","200705_044_1",4,"E",1803,2885,1082,0.091802404,"G","grey",5,-283.449247367177,-201.502117651295,3
"836","200705_044_1",5,"K",3317,3443,126,0.059547505,"G","grey",8,1591.45916725301,-154.444319008671,4
"837","200705_044_1",6,"E",2003,3006,1003,0.081877819,"G","grey",5,-44.1459774844725,-261.634846679374,5
"838","200705_044_1",7,"B",2244,3047,803,0.089321258,"G","grey",5,262.771380236446,-187.044397718112,5
"839","200705_044_1",8,"A",2626,3045,419,0.027292606,"G","grey",4,761.115406166706,25.1753813133348,4
"840","200705_044_1",9,"E",1682,2648,966,0.111651572,"G","grey",2,-399.225956972181,64.6965919380265,2
"841","200705_044_1",10,"K",3206,3487,281,0.071953235,"G","grey",8,1438.96459423246,-277.030636977457,4
"842","200705_044_1",11,"E",1965,2963,998,0.111651572,"G","grey",5,-86.0706014959603,-222.133886421565,5
"843","200705_044_1",12,"B",2244,2929,685,0.10668928,"G","grey",5,283.664622765733,-21.4802953973105,5
"844","200705_044_1",13,"A",2204,2605,401,0.029773753,"G","grey",1,288.886974137652,411.191323916487,1
"845","200705_044_1",14,"E",1602,2606,1004,0.089321258,"G","grey",2,-496.080456830627,79.7699370210246,2
"846","200705_044_3",1,"K",2925,3167,242,0.082704868,"G","grey",4,1129.30182225201,17.9116752015382,4
"847","200705_044_3",2,"A",2606,3165,559,0.021503266,"G","grey",4,713.795270774013,-154.158955942544,4
"848","200705_044_3",3,"E",1685,2843,1158,0.082704868,"G","grey",3,-429.842010097508,-207.260493103201,3
"849","200705_044_3",4,"K",3287,3566,279,0.05623931,"G","grey",8,1530.57146278201,-343.469944792157,4
"850","200705_044_3",5,"E",1881,2805,924,0.090975355,"G","grey",5,-167.600534963181,-46.4954220070363,5
"851","200705_044_3",6,"B",2403,3006,603,0.117440913,"G","grey",4,477.309414893589,-42.3535875048694,1
"852","200705_044_3",7,"A",2364,2965,601,0.02481146,"G","grey",4,433.727034024173,-6.20699491183033,1
"853","200705_044_3",8,"E",1602,2804,1202,0.112478621,"G","grey",3,-531.138611425657,-198.041017206424,3
"854","200705_044_3",9,"K",3166,3608,442,0.061201602,"G","grey",8,1365.39462795246,-468.73212263797,4
"855","200705_044_3",10,"E",1760,2925,1165,0.099245842,"G","grey",3,-346.58815775793,-281.198278471244,3
"856","200705_045_12",1,"A",2206,2484,278,0.021503266,"G","grey",1,312.918678702993,582.061090815547,1
"857","200705_045_12",2,"A",2284,2560,276,0.019849168,"G","grey",1,401.145815443651,518.186429632271,1
"858","200705_045_12",3,"K",2925,3126,201,0.076088479,"G","grey",4,1136.56133917793,75.438186025537,4
"859","200705_045_12",4,"E",1362,2765,1403,0.145560568,"G","grey",3,-837.10645488168,-274.889436485004,3
"860","200705_045_12",5,"A",2205,2604,399,0.02481146,"G","grey",1,290.367674182468,413.142612963131,1
"861","200705_045_12",6,"D",1482,1923,441,0.044660629,"G","grey",6,-531.584148976268,972.293040267517,6
"862","200705_045_12",7,"K",2845,3088,243,0.086013063,"G","grey",4,1038.99859263168,84.8991868511618,4
"863","200705_045_12",8,"E",1562,2725,1163,0.138944179,"G","grey",3,-569.296302511416,-109.125380717063,3
"864","200705_045_15",1,"A",2165,2524,359,0.02481146,"G","grey",1,252.387045428872,503.461336528613,1
"865","200705_045_15",2,"A",1642,2003,361,0.039698337,"G","grey",6,-337.166901948446,947.758695313829,6
"866","200705_045_15",3,"B",2645,3246,601,0.079396673,"G","grey",4,750.295197583765,-246.428971464947,4
"867","200705_045_15",4,"E",1601,2804,1203,0.15052286,"G","grey",3,-532.442251274719,-198.589222451011,3
"868","200705_045_15",5,"A",2125,2805,680,0.023157363,"G","grey",5,150.487257598871,87.2661510109635,5
"869","200705_045_15",6,"A",1607,1762,155,0.043006531,"G","grey",6,-340.122455793809,1266.71521943945,6
"870","200705_045_15",7,"B",2451,3326,875,0.081050771,"G","grey",4,483.224420990445,-465.027232882334,5
"871","200705_045_15",8,"E",1682,2688,1006,0.117440913,"G","grey",2,-406.308412485787,8.57316678048184,2
"872","200705_045_16",1,"A",2084,2845,761,0.028119655,"G","grey",5,89.9556242654049,8.66639663308286,5
"873","200705_045_16",2,"A",1963,2724,761,0.02481146,"G","grey",5,-46.3602048958839,112.107175461876,5
"874","200705_045_16",3,"D",1445,2166,721,0.046314726,"G","grey",2,-622.844688931949,611.059717623721,2
"875","200705_045_16",4,"B",2525,3127,602,0.076088479,"G","grey",4,614.928884141317,-145.246160725291,1
"876","200705_045_16",5,"E",1519,2805,1286,0.155485152,"G","grey",3,-639.517668534465,-244.944966876449,3
"877","200705_045_16",6,"A",2405,2724,319,0.034736045,"G","grey",1,529.848004735685,354.412968464679,1
"878","200705_045_16",7,"D",1443,1842,399,0.041352434,"G","grey",6,-568.084077744393,1064.5630527887,6
"879","200705_045_16",8,"B",2484,3086,602,0.077742576,"G","grey",4,568.739222920987,-110.195979621833,1
"880","200705_045_16",9,"E",1521,2805,1284,0.155485152,"G","grey",3,-636.910391566194,-243.8485605708,3
"881","200705_045_20",1,"A",1805,2643,838,0.03142785,"G","grey",2,-237.993113632133,139.141012251248,2
"882","200705_045_20",2,"A",1734,2244,510,0.043006531,"G","grey",6,-259.903954744771,660.049750535423,6
"883","200705_045_20",3,"B",2685,3206,521,0.064509797,"G","grey",4,809.523192789164,-168.377419694214,4
"884","200705_045_20",4,"E",1440,2885,1445,0.143906471,"G","grey",3,-756.670018977511,-400.499864991436,3
"885","200705_045_20",5,"A",2163,2364,201,0.036390142,"G","grey",1,278.10958926879,726.85862894327,1
"886","200705_045_20",6,"B",2765,3246,481,0.061201602,"G","grey",4,906.731816332748,-180.644592125585,4
"887","200705_045_20",7,"E",1646,3003,1357,0.145560568,"G","grey",3,-509.013734457467,-453.134118876247,3
"888","200705_045_20",8,"A",2084,2243,159,0.043006531,"G","grey",6,196.546576085101,853.32393964502,6
"889","200705_045_20",9,"B",2925,3206,281,0.066163895,"G","grey",4,1122.3964289222,-36.8086631072516,4
"890","200705_045_20",10,"E",1480,3047,1567,0.148868763,"G","grey",3,-733.208423779043,-605.871609750182,3
"891","200705_047_2",1,"A",1764,2443,679,0.03142785,"G","grey",2,-256.030014952164,397.281807181603,2
"892","200705_047_2",2,"D",1522,2044,522,0.041352434,"G","grey",6,-500.86303679253,824.447806423716,6
"893","200705_047_2",3,"K",2645,2966,321,0.072780284,"G","grey",4,799.872384962445,146.435002773467,1
"894","200705_047_2",4,"E",1285,2885,1600,0.142252373,"G","grey",3,-958.733983959079,-485.471353588305,3
"895","200705_047_2",5,"A",1763,2524,761,0.039698337,"G","grey",2,-271.67562572747,283.083668274601,2
"896","200705_047_2",6,"B",2527,3246,719,0.064509797,"G","grey",4,596.465856989946,-311.116942679737,5
"897","200705_047_2",7,"E",1442,2688,1246,0.148868763,"G","grey",3,-719.181649805717,-122.995591625404,3
"898","200705_047_2",8,"D",1362,1963,601,0.041352434,"G","grey",6,-695.103222259669,850.385237271223,6
"899","200705_047_2",9,"K",2565,2965,400,0.082704868,"G","grey",4,695.758367258231,103.981835622802,1
"900","200705_047_2",10,"E",1362,2887,1525,0.143906471,"G","grey",3,-858.70794350533,-446.065882153718,3
"901","200705_047_6",1,"A",1763,2364,601,0.02481146,"G","grey",6,-243.345803969768,507.577368450047,2
"902","200705_047_6",2,"D",1522,2085,563,0.071126187,"G","grey",6,-508.122554549281,766.92129432647,6
"903","200705_047_6",3,"K",2645,3246,601,0.071126187,"G","grey",4,750.295197880489,-246.428971010216,4
"904","200705_047_6",4,"E",1519,2765,1246,0.148868763,"G","grey",3,-632.435212991186,-188.821541673431,3
"905","200705_047_6",5,"D",1564,2362,798,0.051277018,"G","grey",2,-502.415740496837,401.291110824772,2
"906","200705_047_6",6,"K",2683,3006,323,0.086013063,"G","grey",4,842.328191578915,111.143297014001,1
"907","200705_047_6",7,"E",1562,2807,1245,0.178642515,"G","grey",3,-583.815337312782,-224.178403820198,3
"908","200705_047_6",8,"D",1402,2084,682,0.066163895,"G","grey",6,-664.38211108479,702.540001881335,2
"909","200705_047_6",9,"K",2645,3166,521,0.08766716,"G","grey",4,764.460107898842,-134.182122241213,4
"910","200705_047_6",10,"E",1562,2844,1282,0.173680223,"G","grey",3,-590.366608292707,-276.09257152365,3
"911","200705_047_8",1,"A",1844,2363,519,0.029773753,"G","grey",6,-137.574025550225,553.384909176983,2
"912","200705_047_8",2,"A",1963,2244,281,0.044660629,"G","grey",6,38.6292580627826,785.588272441316,6
"913","200705_047_8",3,"B",2286,3125,839,0.08766716,"G","grey",5,303.713408782952,-273.460543645036,5
"914","200705_047_8",4,"E",1403,2685,1282,0.143906471,"G","grey",3,-769.492366361003,-140.166257449783,3
"915","200705_047_8",5,"A",1804,2363,559,0.034736045,"G","grey",6,-189.719565093656,531.456782791161,2
"916","200705_047_8",6,"A",1482,1963,481,0.046314726,"G","grey",6,-538.666604341513,916.169615337339,6
"917","200705_047_8",7,"B",2164,2648,484,0.082704868,"G","grey",1,229.127793419384,328.93051319105,1
"918","200705_047_8",8,"E",1522,2565,1043,0.165409736,"G","grey",2,-593.112021602727,93.440191071745,2
"919","200705_048_8",1,"A",2405,2764,359,0.028119655,"G","grey",1,522.765549667164,298.289543989232,1
"920","200705_048_8",2,"E",1562,2527,965,0.064509797,"G","grey",2,-534.238146076702,168.685576329717,2
"921","200705_048_8",3,"B",2565,3170,605,0.114132718,"G","grey",4,659.460782687945,-183.650718406243,4
"922","200705_048_8",4,"A",2685,3086,401,0.033081947,"G","grey",4,830.770559834414,-0.00714344853772904,4
"923","200705_048_8",5,"E",1603,2645,1042,0.077742576,"G","grey",2,-501.682211854332,25.5978015922205,2
"924","200705_048_8",6,"B",2588,3246,658,0.107516329,"G","grey",4,675.987802979217,-277.676552722035,4
"925","200705_048_8",7,"A",2726,3125,399,0.029773753,"G","grey",4,877.31434387938,-32.2511532190887,4
"926","200705_048_8",8,"E",1521,2565,1044,0.072780284,"G","grey",2,-594.415656763563,92.8919930119056,2
"927","200705_048_10",1,"A",2565,2925,360,0.02481146,"G","grey",4,702.840824641194,160.105263645151,1
"928","200705_048_10",2,"@",1643,1963,320,0.092629452,"G","grey",6,-328.78081005744,1004.43032039561,6
"929","200705_048_10",3,"A",2243,2406,163,0.023157363,"G","grey",1,374.964090403146,711.785285815615,1
"930","200705_048_10",4,"@",1563,1962,399,0.129019594,"G","grey",6,-432.894828711168,961.977151789804,6
"931","200705_048_10",5,"B",2685,3169,484,0.110824523,"G","grey",4,816.074462285473,-116.463254264416,4
"932","200705_048_10",6,"A",2605,2885,280,0.029773753,"G","grey",1,762.068819134457,238.15681432453,1
"933","200705_048_10",7,"E",1482,2605,1123,0.092629452,"G","grey",2,-652.34001366286,15.3886441211586,3
"934","200705_048_10",8,"B",2566,3247,681,0.110824523,"G","grey",4,647.130694826911,-291.140107887049,5
"935","200705_048_10",9,"A",2525,2930,405,0.033081947,"G","grey",4,649.809978065835,131.161708972531,1
"936","200705_048_10",10,"E",1763,2451,688,0.095937647,"G","grey",2,-258.750146811919,385.508915514031,2
"937","200705_048_12",1,"A",2405,2884,479,0.03142785,"G","grey",1,501.518183630775,129.919269289641,1
"938","200705_048_12",2,"E",1963,2404,441,0.059547505,"G","grey",6,10.2994363050803,561.094572265868,2
"939","200705_048_12",3,"B",2407,3246,839,0.109170426,"G","grey",5,440.02923729145,-376.901323474236,5
"940","200705_048_12",4,"A",2364,2925,561,0.026465558,"G","grey",4,440.809489270728,49.9164298364563,1
"941","200705_048_12",5,"E",1723,2565,842,0.077742576,"G","grey",2,-331.080683146341,203.629029609641,2
"942","200705_048_12",6,"B",2601,3247,646,0.109170426,"G","grey",4,692.758041830977,-271.952997447242,4
"943","200705_048_12",7,"A",2482,3065,583,0.034736045,"G","grey",4,569.850236531276,-81.8275855222842,1
"944","200705_048_12",8,"E",1603,2483,880,0.074434381,"G","grey",2,-472.998267746747,252.897672373006,2
"945","200705_048_13",1,"A",2125,2844,719,0.019849168,"G","grey",5,143.581863794307,32.5458119746039,5
"946","200705_048_13",2,"E",1725,2563,838,0.074434381,"G","grey",2,-328.119283294087,207.531607339143,2
"947","200705_048_13",3,"B",2566,3205,639,0.097591744,"G","grey",4,654.567273372863,-232.210511078285,4
"948","200705_048_13",4,"A",2362,3166,804,0.026465558,"G","grey",5,395.53041908441,-289.32361112557,5
"949","200705_048_13",5,"E",1643,2605,962,0.069472089,"G","grey",2,-442.454216886312,103.649352999169,2
"950","200705_048_13",6,"B",2604,3169,565,0.112478621,"G","grey",4,710.479745011199,-160.867709734156,4
"951","200705_048_13",7,"A",2439,3086,647,0.028119655,"G","grey",4,510.075492915255,-134.865118770555,1
"952","200705_048_13",8,"E",1763,2525,762,0.069472089,"G","grey",2,-271.852688178321,281.680581016588,2
"953","200705_049_1",3,"E",1362,2845,1483,0.147214665,"G","grey",3,-851.271365552826,-387.136286254416,3
"954","200705_049_1",4,"A",2643,2527,-116,0.038044239,"G","grey",1,874.995056222667,761.293185988268,1
"955","200705_049_1",5,"D",1522,1763,241,0.043006531,"G","grey",6,-451.108788327926,1218.71486582838,6
"956","200705_049_1",6,"B",2284,3009,725,0.092629452,"G","grey",5,321.645252023759,-111.799018189749,5
"957","200705_049_1",7,"E",1402,2847,1445,0.143906471,"G","grey",3,-799.479948834034,-368.0143312015,3
"958","200705_049_1",8,"A",1765,2563,798,0.033081947,"G","grey",2,-275.973742445074,229.459735725782,2
"959","200705_049_1",9,"D",1362,1960,598,0.046314726,"G","grey",6,-694.572038289761,854.594493861327,6
"960","200705_049_1",10,"B",2364,3046,682,0.084358966,"G","grey",4,419.385059893318,-119.856933485339,1
"961","200705_049_1",11,"E",1402,2845,1443,0.158793347,"G","grey",3,-799.12582660284,-365.208160778054,3
"962","200705_049_3",1,"A",1885,2723,838,0.033081947,"G","grey",2,-147.866945572484,70.7504147078054,5
"963","200705_049_3",2,"@",2041,2191,150,0.076088479,"G","grey",6,149.697311978076,902.711654545642,6
"964","200705_049_3",3,"Z",1642,3050,1408,0.18195071,"G","grey",3,-522.550174684022,-521.271957674461,3
"965","200705_049_3",4,"A",1681,2765,1084,0.039698337,"G","grey",3,-421.245774644582,-100.012624913395,2
"966","200705_049_3",5,"H",1843,2244,401,0.08766716,"G","grey",6,-117.807361576369,719.80389173776,6
"967","200705_049_3",6,"Z",1803,3285,1482,0.173680223,"G","grey",7,-354.273803363739,-762.736370545458,3
"968","200705_049_4",1,"A",2332,2606,274,0.02481146,"G","grey",1,455.575638902309,479.958242129896,1
"969","200705_049_4",2,"@",2003,2204,201,0.071126187,"G","grey",6,97.8572517845655,863.639821938394,6
"970","200705_049_4",3,"Z",1606,3403,1797,0.185258905,"G","grey",7,-631.983828306137,-1036.29649556427,7
"971","200705_049_4",4,"A",1683,2605,922,0.043006531,"G","grey",2,-390.308676571401,125.577480567292,2
"972","200705_049_4",5,"@",2002,2164,162,0.0628557,"G","grey",6,103.636068903054,919.215044079531,6
"973","200705_049_4",6,"Z",1761,3286,1525,0.173680223,"G","grey",7,-409.203681080052,-787.163988585073,3
