,File,syllable,type,min.freq,max.freq,freq.range,duration,location,species
1,200612_009_4,1,A,2519,2848,329,0.023157363,A,grey
2,200612_009_4,2,H,1763,2404,641,0.041352434,A,grey
3,200612_009_4,3,E,1522,2850,1328,0.153831055,A,grey
4,200612_009_4,4,G,2758,3206,448,0.148868763,A,grey
5,200612_009_4,5,E,1522,2885,1363,0.167063834,A,grey
6,200612_009_9,1,A,2484,2645,161,0.025670963,A,grey
7,200612_009_9,2,G,2925,3327,402,0.067930356,A,grey
8,200612_009_9,3,E,1883,3166,1283,0.123029423,A,grey
9,200612_009_9,4,C,1442,2605,1163,0.080006864,A,grey
10,200612_009_9,5,G,2885,3366,481,0.070949483,A,grey
11,200612_010_4,1,A,2524,2967,443,0.028119655,A,grey
12,200612_010_4,2,H,1681,2363,682,0.051277018,A,grey
13,200612_010_4,3,G,2244,3008,764,0.112478621,A,grey
14,200612_010_4,4,E,1601,2805,1204,0.155485152,A,grey
15,200612_010_4,5,G,2526,3209,683,0.120749108,A,grey
16,200612_010_4,6,H,1682,2443,761,0.052931116,A,grey
17,200612_010_4,7,E,1522,3005,1483,0.162101542,A,grey
18,200612_010_5,1,A,2400,2845,445,0.037217191,A,grey
19,200612_010_5,2,D,1763,2389,626,0.049622921,A,grey
20,200612_010_5,3,E,1482,3087,1605,0.186085953,A,grey
21,200612_010_5,4,G,2685,3050,365,0.143906471,A,grey
22,200612_010_5,5,E,1402,2929,1527,0.173680223,A,grey
23,200612_010_5,6,G,2518,3005,487,0.153831055,A,grey
24,200612_010_5,7,D,1723,2364,641,0.062028651,A,grey
25,200612_010_5,8,E,1480,2961,1481,0.173680223,A,grey
26,200612_011_3,1,E,1442,2923,1481,0.153831055,A,grey
27,200612_011_3,2,B,1644,3046,1402,0.128658374,A,grey
28,200612_011_3,3,E,1480,2926,1446,0.15052286,A,grey
29,200612_011_6,1,A,2484,2901,417,0.036390142,A,grey
30,200612_011_6,2,H,1723,2324,601,0.061201602,A,grey
31,200612_011_6,3,E,1482,2885,1403,0.152176957,A,grey
32,200612_011_6,4,G,2765,3006,241,0.100899939,A,grey
33,200612_011_6,5,E,1601,2924,1323,0.153831055,A,grey
34,200612_012_1,1,A,2565,2760,195,0.02481146,A,grey
35,200612_012_1,2,H,1562,2363,801,0.046314726,A,grey
36,200612_012_1,3,I,1963,3045,1082,0.115786815,A,grey
37,200612_012_1,4,E,1482,2845,1363,0.145560568,A,grey
38,200612_012_2,1,A,2444,2885,441,0.03142785,A,grey
39,200612_012_2,2,H,1681,2365,684,0.046314726,A,grey
40,200612_012_2,3,I,1923,3047,1124,0.109170426,A,grey
41,200612_012_2,4,E,1520,2766,1246,0.153831055,A,grey
42,200612_013_1,1,A,2124,2526,402,0.036390142,A,grey
43,200612_013_1,2,A,2080,2441,361,0.044660629,A,grey
44,200612_013_1,3,B,2364,2965,601,0.127365497,A,grey
45,200612_013_1,4,A,2043,2362,319,0.03142785,A,grey
46,200612_013_1,5,B,2250,2968,718,0.124057302,A,grey
47,200612_013_1,6,E,1600,2885,1285,0.140598276,A,grey
48,200612_013_1,7,B,2404,2920,516,0.087498043,A,grey
49,200612_013_1,8,I,1561,2805,1244,0.076987737,A,grey
50,200612_013_2,1,A,2164,2605,441,0.039698337,A,grey
51,200612_013_2,2,A,2243,2601,358,0.049622921,A,grey
52,200612_013_2,3,B,1481,3088,1607,0.203453976,A,grey
53,200612_013_2,4,A,2124,2315,191,0.054585213,A,grey
54,200612_013_2,5,B,1480,2047,567,0.198491684,A,grey
55,200612_013_2,6,E,1439,2965,1526,0.171199077,A,grey
56,200612_013_2,7,E,1402,2880,1478,0.166236785,A,grey
57,200612_013_2,8,L,1683,2885,1202,0.230746582,A,grey
58,200612_014_5,1,A,2364,2845,481,0.042179483,A,grey
59,200612_014_5,2,A,2324,2688,364,0.054585213,A,grey
60,200612_014_5,3,B,1521,3243,1722,0.218340852,A,grey
61,200612_014_5,4,A,1963,2441,478,0.044660629,A,grey
62,200612_014_5,5,B,1362,3040,1678,0.210897414,A,grey
63,200612_014_5,6,E,1480,3006,1526,0.168717931,A,grey
64,200612_014_5,7,L,1603,2969,1366,0.104677584,A,grey
65,200612_014_5,8,M,1242,3366,2124,0.10868857,A,grey
66,200612_014_5,9,B,1482,3041,1559,0.183604807,A,grey
67,200612_014_6,1,A,2284,2565,281,0.052104067,A,grey
68,200612_014_6,2,A,2284,2645,361,0.052104067,A,grey
69,200612_014_6,3,B,1443,3206,1763,0.223303144,A,grey
70,200612_014_6,4,A,1923,2364,441,0.052104067,A,grey
71,200612_014_6,5,B,1400,3125,1725,0.210897414,A,grey
72,200612_014_6,6,E,1402,2845,1443,0.178642515,A,grey
73,200612_014_6,7,L,1723,2885,1162,0.094102768,A,grey
74,200612_014_6,8,M,1161,3289,2128,0.10868857,A,grey
75,200612_014_6,9,B,1639,3047,1408,0.188567099,A,grey
76,200612_014_6,10,A,2164,2365,201,0.033374409,A,grey
77,200612_014_6,11,B,1442,2963,1521,0.186085953,A,grey
78,200612_017_9,1,A,2645,2965,320,0.034736045,A,grey
79,200612_017_9,2,H,1602,2404,802,0.059547505,A,grey
80,200612_017_9,3,I,1923,3008,1085,0.129019594,A,grey
81,200612_017_9,4,E,1404,2923,1519,0.178642515,A,grey
82,200612_017_9,5,G,2579,2968,389,0.142252373,A,grey
83,200612_017_9,6,H,1640,2406,766,0.051277018,A,grey
84,200612_017_9,7,E,1522,2885,1363,0.15713925,A,grey
85,200612_017_10,1,A,2644,2925,281,0.043006531,A,grey
86,200612_017_10,2,H,1603,2325,722,0.049622921,A,grey
87,200612_017_10,3,I,1963,2964,1001,0.120749108,A,grey
88,200612_017_10,4,E,1441,2845,1404,0.158793347,A,grey
89,200612_017_10,5,G,2489,3006,517,0.123535577,A,grey
90,200612_017_10,6,H,1485,2364,879,0.049622921,A,grey
91,200612_017_10,7,E,1490,2887,1397,0.15052286,A,grey
92,200612_018_5,1,A,2725,2887,162,0.036390142,A,grey
93,200612_018_5,2,H,1644,2366,722,0.061201602,A,grey
94,200612_018_5,3,I,1883,2969,1086,0.133981886,A,grey
95,200612_018_5,4,E,1560,2966,1406,0.150948419,A,grey
96,200612_018_5,5,G,2565,3127,562,0.127365497,A,grey
97,200612_018_5,6,H,1682,2404,722,0.05623931,A,grey
98,200612_018_5,7,E,1402,2888,1486,0.149550765,A,grey
99,200612_018_6,1,A,2565,3006,441,0.036390142,A,grey
100,200612_018_6,1,H,1641,2404,763,0.0628557,A,grey
101,200612_018_6,1,I,1959,2885,926,0.114132718,A,grey
102,200612_018_6,1,E,1440,2845,1405,0.150161525,A,grey
103,200612_018_6,1,G,2566,3087,521,0.118091087,A,grey
104,200612_018_6,1,H,1563,2325,762,0.057082045,A,grey
105,200612_018_6,1,E,1481,2884,1403,0.15478604,A,grey
106,200612_019_3,1,G,2645,3441,796,0.127365497,A,grey
107,200612_019_3,2,E,1442,3007,1565,0.145560568,A,grey
108,200612_019_4,1,H,1723,2164,441,0.039698337,A,grey
109,200612_019_4,2,E,1521,2929,1408,0.15735605,A,grey
110,200612_019_4,3,G,2725,3086,361,0.102554037,A,grey
111,200612_019_4,4,E,1482,2968,1486,0.152505667,A,grey
112,200612_021_4,1,A,2525,2963,438,0.036390142,A,grey
113,200612_021_4,2,E,1564,3082,1518,0.151494728,A,grey
114,200612_021_4,3,G,2761,3166,405,0.114132718,A,grey
115,200612_021_4,4,E,1524,2927,1403,0.15713925,A,grey
116,200612_021_4,5,E,1522,2945,1423,0.153831055,A,grey
117,200612_021_9,1,A,2484,3003,519,0.024153016,A,grey
118,200612_021_9,2,E,1405,3086,1681,0.132841586,A,grey
119,200612_021_9,3,G,2645,3127,482,0.102650316,A,grey
120,200612_021_9,4,E,1400,3005,1605,0.144918094,A,grey
121,200612_021_9,5,G,2725,3206,481,0.096612063,A,grey
122,200612_021_9,6,H,1603,2244,641,0.043006531,A,grey
123,200612_021_9,7,E,1443,2926,1483,0.141361613,A,grey
124,200613_023_2,1,A,1763,1965,202,0.049622921,B,black
125,200613_023_2,2,J,2003,2317,314,0.116613864,B,black
126,200613_023_2,3,L,2525,3243,718,0.089321258,B,black
127,200613_023_2,4,C,1602,2444,842,0.181123661,B,black
128,200613_023_2,5,D,2003,2528,525,0.096764696,B,black
129,200613_023_2,6,J,1482,2324,842,0.161274493,B,black
130,200613_023_2,7,L,2244,3151,907,0.081877819,B,black
131,200613_023_2,8,C,1595,2806,1211,0.183604807,B,black
132,200613_023_2,9,D,1723,2684,961,0.084358966,B,black
133,200613_023_2,10,J,1402,2322,920,0.121576156,B,black
134,200613_023_2,11,L,2326,3485,1159,0.079396673,B,black
135,200613_023_4,1,A,2084,2540,456,0.017368022,B,black
136,200613_023_4,2,D,1923,2284,361,0.054585213,B,black
137,200613_023_4,3,J,1442,2324,882,0.11909501,B,black
138,200613_023_4,4,L,2043,3487,1444,0.059547505,B,black
139,200613_023_4,5,C,1603,2605,1002,0.173680223,B,black
140,200613_023_4,6,D,1843,2445,602,0.077505441,B,black
141,200613_023_4,7,J,1403,2284,881,0.121576156,B,black
142,200613_023_4,8,L,2085,3326,1241,0.086840112,B,black
143,200613_023_4,9,C,1562,2686,1124,0.171199077,B,black
144,200613_023_4,10,D,2043,2445,402,0.086840112,B,black
145,200613_023_4,11,J,1482,2284,802,0.126538448,B,black
146,200613_023_4,12,L,2124,3441,1317,0.084358966,B,black
147,200613_023_4,13,H,1445,2205,760,0.091802404,B,black
148,200613_023_4,14,K,2565,3206,641,0.061148529,B,black
149,200613_023_4,15,D,1723,2246,523,0.076987737,B,black
150,200613_024_2,1,B,2363,3020,657,0.107516329,B,black
151,200613_024_2,2,C,1739,2791,1052,0.138944179,B,black
152,200613_024_2,3,G,3123,3503,380,0.074434381,B,black
153,200613_024_2,4,A,1841,2169,328,0.038044239,B,black
154,200613_024_2,5,B,2031,2932,901,0.112478621,B,black
155,200613_024_2,6,C,1699,2788,1089,0.133981886,B,black
156,200613_024_2,7,G,3170,3455,285,0.074434381,B,black
157,200613_024_2,8,I,2363,3360,997,0.15052286,B,black
158,200613_024_3,1,B,2364,3035,671,0.115786815,B,black
159,200613_024_3,2,C,1716,2764,1048,0.130673692,B,black
160,200613_024_3,3,G,3166,3401,235,0.081050771,B,black
161,200613_024_3,4,A,1803,2124,321,0.038044239,B,black
162,200613_024_3,5,B,1963,3166,1203,0.104208134,B,black
163,200613_024_3,6,C,1603,2722,1119,0.145560568,B,black
164,200613_024_3,7,G,3206,3404,198,0.072780284,B,black
165,200613_025_2,1,A,2003,2281,278,0.03142785,B,black
166,200613_025_2,2,H,1763,2164,401,0.05623931,B,black
167,200613_025_2,3,I,1723,3286,1563,0.140598276,B,black
168,200613_025_2,4,D,1442,2245,803,0.08766716,B,black
169,200613_025_4,1,A,2084,2284,200,0.029773753,B,black
170,200613_025_4,2,H,1681,2202,521,0.059547505,B,black
171,200613_025_4,3,A,1640,2319,679,0.043006531,B,black
172,200613_025_4,4,H,1766,3367,1601,0.054585213,B,black
173,200613_025_4,5,I,2002,3327,1325,0.142252373,B,black
174,200613_025_4,6,D,1481,2285,804,0.095937647,B,black
175,200613_025_4,7,I,2003,3326,1323,0.138944179,B,black
176,200613_025_4,8,A,1679,2326,647,0.043006531,B,black
177,200613_025_4,9,C,1405,3084,1679,0.172026126,B,black
178,200613_026_6,1,D,1882,2967,1085,0.110824523,B,black
179,200613_026_6,2,C,1681,2687,1006,0.152176957,B,black
180,200613_026_6,3,G,3126,3359,233,0.081050771,B,black
181,200613_026_6,4,A,1723,2242,519,0.05623931,B,black
182,200613_026_6,5,D,1645,3082,1437,0.11909501,B,black
183,200613_026_6,6,C,1682,2648,966,0.138944179,B,black
184,200613_026_6,7,G,3166,3407,241,0.089321258,B,black
185,200613_026_7,1,A,1679,2180,501,0.044660629,B,black
186,200613_026_7,2,D,1720,2885,1165,0.112478621,B,black
187,200613_026_7,3,C,1683,2766,1083,0.138944179,B,black
188,200613_026_7,4,G,3166,3447,281,0.086013063,B,black
189,200613_026_7,5,A,1562,2324,762,0.052931116,B,black
190,200613_026_7,6,D,1765,2965,1200,0.105862231,B,black
191,200613_026_7,7,C,1638,2724,1086,0.130673692,B,black
192,200613_026_7,8,G,3086,3325,239,0.084358966,B,black
193,200613_027_5,1,A,2045,2284,239,0.02481146,B,black
194,200613_027_5,2,H,1764,2163,399,0.067817992,B,black
195,200613_027_5,3,I,1763,3366,1603,0.143906471,B,black
196,200613_027_5,4,D,1642,2246,604,0.104208134,B,black
197,200613_027_5,5,I,1725,3327,1602,0.143906471,B,black
198,200613_027_6,1,H,1685,2086,401,0.067817992,B,black
199,200613_027_6,2,A,1720,2325,605,0.036390142,B,black
200,200613_027_6,3,H,1768,2084,316,0.0628557,B,black
201,200613_027_6,4,I,1963,3286,1323,0.145560568,B,black
202,200613_027_6,5,D,1482,2283,801,0.099245842,B,black
203,200613_027_6,6,I,1962,3326,1364,0.145560568,B,black
204,200613_027_6,7,A,1643,2284,641,0.041352434,B,black
205,200613_027_6,8,C,1441,2965,1524,0.186913002,B,black
206,200613_029_1,1,A,2244,2845,601,0.034736045,B,black
207,200613_029_1,2,I,2164,3126,962,0.127365497,B,black
208,200613_029_1,3,F,1923,2724,801,0.081050771,B,black
209,200613_029_1,4,I,2001,3243,1242,0.130673692,B,black
210,200613_029_3,1,A,2525,2701,176,0.033081947,B,black
211,200613_029_3,2,I,2083,3206,1123,0.122403205,B,black
212,200613_029_3,3,F,1602,2726,1124,0.086013063,B,black
213,200613_029_3,4,I,1883,3206,1323,0.132327789,B,black
214,200613_030_2,1,A,2084,2170,86,0.021503266,B,black
215,200613_030_2,2,H,2084,2181,97,0.049622921,B,black
216,200613_030_2,3,I,2075,3087,1012,0.140598276,B,black
217,200613_030_2,4,H,2044,2236,192,0.061201602,B,black
218,200613_030_2,5,I,1842,3165,1323,0.133981886,B,black
219,200613_030_2,6,A,2124,2404,280,0.02481146,B,black
220,200613_030_2,7,A,1445,1643,198,0.021503266,B,black
221,200613_030_2,8,E,1522,2646,1124,0.117440913,B,black
222,200613_030_3,1,A,1923,2124,201,0.051277018,B,black
223,200613_030_3,2,I,1963,3126,1163,0.142252373,B,black
224,200613_030_3,3,H,1964,2086,122,0.064509797,B,black
225,200613_030_3,4,I,1961,3204,1243,0.143906471,B,black
226,200613_030_3,5,A,1882,2241,359,0.026465558,B,black
227,200613_030_3,6,E,1442,2647,1205,0.102554037,B,black
228,200613_033_9,1,A,1961,2525,564,0.038044239,B,black
229,200613_033_9,2,H,1766,2123,357,0.051277018,B,black
230,200613_033_9,3,I,1800,3130,1330,0.143906471,B,black
231,200613_033_10,1,A,1922,2525,603,0.028119655,B,black
232,200613_033_10,2,H,1804,2202,398,0.043006531,B,black
233,200613_033_10,3,I,1843,3085,1242,0.148868763,B,black
234,200613_034_2,1,D,1644,2364,720,0.104208134,B,black
235,200613_034_2,2,I,1605,3327,1722,0.15713925,B,black
236,200613_034_2,3,D,1566,2485,919,0.117440913,B,black
237,200613_034_2,4,I,1723,3366,1643,0.147214665,B,black
238,200613_034_2,5,A,1562,2104,542,0.043006531,B,black
239,200613_034_2,6,C,1322,2925,1603,0.195183489,B,black
240,200613_034_3,1,A,1723,2765,1042,0.034736045,B,black
241,200613_034_3,2,H,1759,2244,485,0.05623931,B,black
242,200613_034_3,3,I,1721,3205,1484,0.147214665,B,black
243,200613_034_3,4,D,1640,2365,725,0.099245842,B,black
244,200613_034_3,5,I,1722,3246,1524,0.145560568,B,black
245,200613_034_3,6,A,1563,2206,643,0.044660629,B,black
246,200613_034_3,7,C,1401,2805,1404,0.193529392,B,black
247,200613_042_4,1,H,2766,2968,202,0.066163895,B,black
248,200613_042_4,2,J,1926,2724,798,0.076088479,B,black
249,200613_042_4,3,A,2885,3077,192,0.064509797,B,black
250,200613_042_4,4,L,1680,3002,1322,0.104208134,B,black
251,200613_042_4,5,A,2886,3028,142,0.033081947,B,black
252,200613_042_4,6,D,1482,2123,641,0.084358966,B,black
253,200613_042_4,7,I,1562,3204,1642,0.178642515,B,black
254,200613_042_4,8,L,1405,3088,1683,0.117440913,B,black
255,200613_042_4,9,I,1522,3244,1722,0.167063834,B,black
